412.0 , 198.0 , 36.3455619812 , 1 , 1291199716.21
416.0 , 192.0 , 30.8058433533 , 1 , 1291199716.49
402.0 , 206.0 , 44.0 , 1 , 1291199716.77
406.0 , 200.0 , 35.057094574 , 1 , 1291199717.05
404.0 , 212.0 , 48.8364601135 , 1 , 1291199717.34
404.0 , 208.0 , 46.0977210999 , 1 , 1291199717.62
406.0 , 200.0 , 39.2045898438 , 1 , 1291199717.9
404.0 , 216.0 , 52.2015342712 , 1 , 1291199718.18
408.0 , 206.0 , 44.9110221863 , 1 , 1291199718.58
412.0 , 202.0 , 41.7252922058 , 1 , 1291199718.87
418.0 , 188.0 , 27.1661548615 , 1 , 1291199719.15
404.0 , 208.0 , 46.1735839844 , 1 , 1291199719.43
414.0 , 196.0 , 35.468296051 , 1 , 1291199719.71
410.0 , 208.0 , 42.0119018555 , 1 , 1291199720.59
404.0 , 218.0 , 52.9244728088 , 1 , 1291199720.92
402.0 , 214.0 , 51.400390625 , 1 , 1291199721.46
408.0 , 202.0 , 41.1096076965 , 1 , 1291199721.9
416.0 , 194.0 , 32.8024406433 , 1 , 1291199722.27
406.0 , 200.0 , 35.057094574 , 1 , 1291199722.61
412.0 , 198.0 , 36.2215423584 , 1 , 1291199723.09
404.0 , 214.0 , 49.2442893982 , 1 , 1291199723.38
404.0 , 212.0 , 48.8364601135 , 1 , 1291199723.71
404.0 , 204.0 , 42.3792419434 , 1 , 1291199724.07
412.0 , 202.0 , 42.0119018555 , 1 , 1291199724.5
400.0 , 216.0 , 53.4602661133 , 1 , 1291199724.93
404.0 , 208.0 , 45.9673805237 , 1 , 1291199725.73
404.0 , 212.0 , 48.3321838379 , 1 , 1291199726.53
416.0 , 194.0 , 32.449962616 , 1 , 1291199727.01
402.0 , 210.0 , 46.615447998 , 1 , 1291199727.29
408.0 , 206.0 , 41.0121917725 , 1 , 1291199727.58
402.0 , 216.0 , 51.8941230774 , 1 , 1291199727.92
404.0 , 212.0 , 48.6004104614 , 1 , 1291199728.27
404.0 , 210.0 , 47.927028656 , 1 , 1291199728.83
416.0 , 194.0 , 32.3882713318 , 1 , 1291199729.42
402.0 , 212.0 , 50.1597442627 , 1 , 1291199730.22
404.0 , 194.0 , 33.2415390015 , 1 , 1291199730.5
408.0 , 202.0 , 40.8166618347 , 1 , 1291199731.4
412.0 , 196.0 , 34.4383506775 , 1 , 1291199731.87
418.0 , 188.0 , 27.0185127258 , 1 , 1291199732.16
412.0 , 198.0 , 36.2215423584 , 1 , 1291199732.45
404.0 , 214.0 , 50.990196228 , 1 , 1291199732.74
416.0 , 192.0 , 29.7321376801 , 1 , 1291199733.22
408.0 , 202.0 , 37.1079521179 , 1 , 1291199733.58
412.0 , 202.0 , 41.8688430786 , 1 , 1291199733.86
406.0 , 206.0 , 44.7213592529 , 1 , 1291199734.14
416.0 , 194.0 , 33.2415390015 , 1 , 1291199734.43
404.0 , 208.0 , 46.0977210999 , 1 , 1291199734.71
406.0 , 200.0 , 39.1152153015 , 1 , 1291199735.26
404.0 , 208.0 , 46.3896522522 , 1 , 1291199735.55
404.0 , 208.0 , 46.0434570312 , 1 , 1291199735.9
410.0 , 212.0 , 51.0783729553 , 1 , 1291199736.19
404.0 , 212.0 , 49.477268219 , 1 , 1291199736.56
404.0 , 214.0 , 49.648765564 , 1 , 1291199736.85
404.0 , 210.0 , 47.5394554138 , 1 , 1291199737.14
406.0 , 210.0 , 48.2597122192 , 1 , 1291199737.56
