634.0 , 208.0 , 23.0217285156 , 1 , 1291204385.37
634.0 , 222.0 , 31.6227760315 , 1 , 1291204385.64
602.0 , 226.0 , 37.4833297729 , 1 , 1291204385.92
598.0 , 250.0 , 25.7099208832 , 1 , 1291204386.21
504.0 , 364.0 , 111.040534973 , 3 , 1291204386.51
466.0 , 370.0 , 174.522201538 , 3 , 1291204386.8
488.0 , 154.0 , 133.206604004 , 2 , 1291204387.1
452.0 , 174.0 , 123.858787537 , 2 , 1291204387.4
382.0 , 274.0 , 47.010635376 , 2 , 1291204388.15
472.0 , 264.0 , 35.6089859009 , 1 , 1291204388.44
460.0 , 262.0 , 29.5465736389 , 1 , 1291204388.74
560.0 , 348.0 , 150.083312988 , 3 , 1291204389.04
368.0 , 250.0 , 40.8166618347 , 1 , 1291204389.33
320.0 , 312.0 , 149.345230103 , 2 , 1291204389.63
316.0 , 108.0 , 123.223373413 , 2 , 1291204389.92
372.0 , 200.0 , 32.449962616 , 1 , 1291204390.22
280.0 , 96.0 , 112.69871521 , 2 , 1291204390.51
340.0 , 180.0 , 38.6005172729 , 1 , 1291204390.8
320.0 , 170.0 , 36.7967376709 , 1 , 1291204391.09
284.0 , 164.0 , 35.3553390503 , 1 , 1291204391.38
388.0 , 158.0 , 49.3355865479 , 1 , 1291204391.66
218.0 , 174.0 , 39.6988677979 , 1 , 1291204391.95
90.0 , 102.0 , 100.767059326 , 2 , 1291204392.52
68.0 , 100.0 , 110.535064697 , 4 , 1291204392.83
238.0 , 142.0 , 165.462982178 , 2 , 1291204393.12
328.0 , 120.0 , 89.0056152344 , 2 , 1291204393.42
164.0 , 166.0 , 115.918075562 , 3 , 1291204393.72
186.0 , 208.0 , 82.3286132812 , 2 , 1291204394.01
88.0 , 296.0 , 32.7566795349 , 1 , 1291204394.3
112.0 , 184.0 , 78.1856765747 , 2 , 1291204394.6
48.0 , 288.0 , 39.8497161865 , 1 , 1291204394.89
34.0 , 290.0 , 42.5793380737 , 1 , 1291204395.17
18.0 , 284.0 , 10.8166542053 , 1 , 1291204395.46
4.0 , 264.0 , 41.6293182373 , 1 , 1291204395.74
2.0 , 238.0 , 43.2666168213 , 1 , 1291204396.01

