416.0 , 194.0 , 32.6496543884 , 1 , 1291199887.8
418.0 , 188.0 , 25.495098114 , 1 , 1291199888.06
404.0 , 202.0 , 40.4969139099 , 1 , 1291199888.28
402.0 , 212.0 , 50.0099983215 , 1 , 1291199888.54
402.0 , 208.0 , 46.270942688 , 1 , 1291199888.76
402.0 , 208.0 , 45.6070175171 , 1 , 1291199889.02
410.0 , 202.0 , 42.5440940857 , 1 , 1291199889.24
408.0 , 200.0 , 38.6393585205 , 1 , 1291199889.5
406.0 , 204.0 , 43.0116271973 , 1 , 1291199889.97
398.0 , 214.0 , 52.1536178589 , 1 , 1291199890.19
406.0 , 206.0 , 41.1096076965 , 1 , 1291199890.4
410.0 , 208.0 , 41.7731971741 , 1 , 1291199890.67
406.0 , 202.0 , 40.8044128418 , 1 , 1291199890.88
402.0 , 212.0 , 47.8539428711 , 1 , 1291199891.1
406.0 , 210.0 , 44.9444084167 , 1 , 1291199891.31
404.0 , 214.0 , 49.7393188477 , 1 , 1291199891.63
410.0 , 210.0 , 48.0208282471 , 1 , 1291199891.84
406.0 , 204.0 , 43.0116271973 , 1 , 1291199892.06
404.0 , 196.0 , 34.8855285645 , 1 , 1291199892.37
402.0 , 210.0 , 48.0416488647 , 1 , 1291199892.59
408.0 , 202.0 , 41.1460800171 , 1 , 1291199892.8
404.0 , 210.0 , 48.0936584473 , 1 , 1291199893.02
408.0 , 204.0 , 39.0 , 1 , 1291199893.23
416.0 , 186.0 , 24.2074375153 , 1 , 1291199893.44
416.0 , 186.0 , 24.3310508728 , 1 , 1291199893.66
408.0 , 198.0 , 37.1618080139 , 1 , 1291199893.87
402.0 , 214.0 , 51.1077308655 , 1 , 1291199894.08
412.0 , 206.0 , 39.2045898438 , 1 , 1291199894.29
404.0 , 208.0 , 46.0977210999 , 1 , 1291199894.51
412.0 , 194.0 , 32.2490310669 , 1 , 1291199894.93
408.0 , 200.0 , 35.1283378601 , 1 , 1291199895.15
404.0 , 204.0 , 42.4852905273 , 1 , 1291199895.41
416.0 , 192.0 , 30.8868904114 , 1 , 1291199895.63
400.0 , 212.0 , 48.0832595825 , 1 , 1291199895.89
402.0 , 208.0 , 45.1774291992 , 1 , 1291199896.11
406.0 , 210.0 , 48.5077323914 , 1 , 1291199896.32
404.0 , 214.0 , 49.648765564 , 1 , 1291199896.53
402.0 , 208.0 , 45.8039283752 , 1 , 1291199896.8
404.0 , 214.0 , 50.4777183533 , 1 , 1291199897.06
412.0 , 210.0 , 48.1040534973 , 1 , 1291199897.27
404.0 , 210.0 , 47.634021759 , 1 , 1291199897.48
412.0 , 196.0 , 34.2052612305 , 1 , 1291199897.7
416.0 , 192.0 , 30.8058433533 , 1 , 1291199897.91
412.0 , 200.0 , 40.2243690491 , 1 , 1291199898.13
416.0 , 194.0 , 32.5269126892 , 1 , 1291199898.39
404.0 , 214.0 , 49.648765564 , 1 , 1291199898.61
404.0 , 206.0 , 44.1021537781 , 1 , 1291199898.82
408.0 , 202.0 , 40.8166618347 , 1 , 1291199899.03
406.0 , 206.0 , 41.0487518311 , 1 , 1291199899.25
402.0 , 204.0 , 42.0119018555 , 1 , 1291199899.46
410.0 , 208.0 , 47.7074432373 , 1 , 1291199899.68
412.0 , 206.0 , 44.5982055664 , 1 , 1291199899.89
412.0 , 200.0 , 33.8378486633 , 1 , 1291199900.16
404.0 , 212.0 , 48.0208282471 , 1 , 1291199900.37
408.0 , 212.0 , 46.1735839844 , 1 , 1291199900.59
408.0 , 200.0 , 39.0512466431 , 1 , 1291199900.8
404.0 , 194.0 , 29.0688838959 , 1 , 1291199901.02
410.0 , 208.0 , 47.8016738892 , 1 , 1291199901.23
404.0 , 206.0 , 44.2040710449 , 1 , 1291199901.44
